caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-mediation,Default pass + mediated amendments,9000,60.000,7825,52.167,60.000,0.869,1.000,0.506,0.495,0.440,0.131,0.131,0.000,0.000,0.000,0.506,0.020,0.493,0.521,0.261,0.814,0.997,0.622,0.000,0.000,0.000,0.186,0.832,0.162,0.129,0.933,0.150,0.408,0.000,0.000,0.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6791,45.273,60.000,0.755,1.000,0.521,0.507,0.394,0.111,0.245,0.000,0.000,0.000,0.483,0.079,0.579,0.642,0.245,0.802,0.992,0.545,0.000,0.000,0.000,0.198,0.000,0.000,0.140,0.264,0.000,0.411,0.000,0.000,0.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-compensation,Default pass + compensation amendments,9000,60.000,7475,49.833,60.000,0.831,1.000,0.521,0.490,0.432,0.104,0.169,0.000,0.000,0.000,0.482,0.029,0.666,0.669,0.259,0.801,0.993,0.615,0.000,0.000,0.000,0.199,0.000,0.000,0.121,0.919,0.141,0.413,0.000,0.000,0.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6805,45.367,53.847,0.756,0.897,0.523,0.508,0.395,0.110,0.244,0.103,0.000,0.000,0.465,0.032,0.578,0.639,0.245,0.804,0.994,0.548,0.000,0.000,0.000,0.196,0.000,0.000,0.119,0.929,0.151,0.429,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7468,49.787,60.000,0.830,1.000,0.520,0.496,0.431,0.103,0.170,0.000,0.000,0.000,0.482,0.028,0.665,0.669,0.261,0.802,0.990,0.602,0.103,0.646,2.109,0.198,0.000,0.000,0.164,0.737,0.000,0.393,0.000,0.000,0.665,0.000,0.000,0.000,0.000,0.000,4.015,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,7818,52.120,60.000,0.869,1.000,0.505,0.495,0.438,0.131,0.131,0.000,0.000,0.000,0.503,0.023,0.492,0.521,0.264,0.815,0.985,0.629,0.103,0.646,2.233,0.185,0.834,0.162,0.129,0.921,0.150,0.406,0.000,0.000,0.492,0.000,0.000,0.000,0.000,0.000,4.191,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6687,44.580,57.433,0.743,0.957,0.524,0.518,0.389,0.108,0.257,0.043,0.000,0.000,0.478,0.037,0.593,0.666,0.177,0.809,0.963,0.438,0.000,0.000,0.000,0.191,0.000,0.000,0.150,0.564,0.000,0.411,0.000,0.000,0.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1837,12.247,12.327,0.204,0.205,0.562,0.658,0.115,0.235,0.796,0.538,0.256,0.000,0.254,0.541,0.067,0.249,0.220,0.844,0.528,0.403,0.000,0.000,0.000,0.156,0.000,0.000,0.083,0.092,0.000,0.553,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5107,34.047,60.000,0.567,1.000,0.509,0.516,0.289,0.130,0.433,0.000,0.000,0.500,0.421,0.283,0.373,0.537,0.245,0.811,0.846,0.559,0.000,0.000,0.000,0.189,0.000,0.000,0.155,0.455,0.000,0.406,0.000,0.000,0.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1842,12.280,12.367,0.205,0.206,0.565,0.706,0.116,0.268,0.795,0.794,0.000,0.000,0.235,0.515,0.059,0.221,0.155,0.801,0.781,0.255,0.000,0.000,0.000,0.199,0.000,0.000,0.062,0.056,0.000,0.589,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3846,25.640,55.867,0.427,0.931,0.543,0.609,0.232,0.166,0.573,0.068,0.001,0.000,0.302,0.180,0.216,0.407,0.196,0.803,0.917,0.366,0.000,0.000,0.000,0.197,0.000,0.000,0.097,0.202,0.000,0.522,0.000,0.000,0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4206,28.040,60.000,0.467,1.000,0.537,0.616,0.251,0.149,0.533,0.000,0.000,0.000,0.406,0.089,0.269,0.470,0.177,0.813,0.977,0.298,0.000,0.000,0.000,0.187,0.000,0.000,0.096,0.257,0.000,0.525,0.000,0.000,0.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6385,42.567,51.200,0.709,0.853,0.522,0.506,0.371,0.107,0.291,0.147,0.000,0.000,0.473,0.122,0.552,0.648,0.249,0.803,0.888,0.560,0.000,0.000,0.000,0.197,0.000,0.000,0.157,0.588,0.000,0.406,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",bicameral-majority,Bicameral simple majority,9000,60.000,1196,7.973,60.000,0.133,1.000,0.607,0.693,0.081,0.288,0.867,0.000,0.000,0.000,0.000,0.657,0.038,0.223,0.212,0.804,0.406,0.376,0.000,0.000,0.000,0.196,0.000,0.000,0.064,0.049,0.000,0.620,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",presidential-veto,Bicameral majority + presidential veto,9000,60.000,727,4.847,60.000,0.081,1.000,0.618,0.701,0.050,0.317,0.919,0.000,0.000,0.000,0.000,0.786,0.021,0.191,0.212,0.798,0.261,0.368,0.000,0.000,0.000,0.202,0.000,0.000,0.057,0.028,0.000,0.638,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,432,2
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,2747,18.313,60.000,0.305,1.000,0.615,0.624,0.188,0.226,0.695,0.000,0.000,0.000,0.000,0.387,0.126,0.336,0.191,0.838,0.800,0.349,0.000,0.000,0.000,0.162,0.000,0.000,0.087,0.134,0.000,0.555,0.000,0.000,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3777,25.180,60.000,0.420,1.000,0.598,0.586,0.251,0.197,0.580,0.000,0.000,0.000,0.000,0.284,0.200,0.428,0.208,0.833,0.867,0.412,0.000,0.000,0.000,0.167,0.830,0.159,0.091,0.558,0.139,0.525,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,1170,7.800,60.000,0.130,1.000,0.684,0.696,0.089,0.351,0.870,0.000,0.000,0.000,0.000,0.659,0.030,0.168,0.166,0.848,0.471,0.288,0.000,0.000,0.000,0.152,0.000,0.000,0.052,0.037,0.000,0.654,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7654,51.027,60.000,0.850,1.000,0.545,0.491,0.464,0.108,0.150,0.000,0.000,0.000,0.420,0.017,0.673,0.660,0.234,0.810,0.997,0.519,0.000,0.000,0.000,0.190,0.000,0.000,0.162,0.772,0.000,0.398,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-mediation,Default pass + mediated amendments,9000,60.000,8230,54.867,60.000,0.914,1.000,0.534,0.487,0.488,0.136,0.086,0.000,0.000,0.000,0.413,0.008,0.513,0.513,0.236,0.823,0.995,0.539,0.000,0.000,0.000,0.177,0.827,0.161,0.132,0.971,0.137,0.408,0.000,0.000,0.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,7127,47.513,60.000,0.792,1.000,0.548,0.498,0.434,0.114,0.208,0.000,0.000,0.000,0.415,0.061,0.606,0.638,0.226,0.813,1.000,0.490,0.000,0.000,0.000,0.187,0.000,0.000,0.142,0.283,0.000,0.411,0.000,0.000,0.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-compensation,Default pass + compensation amendments,9000,60.000,7667,51.113,60.000,0.852,1.000,0.545,0.485,0.464,0.108,0.148,0.000,0.000,0.000,0.425,0.015,0.675,0.659,0.235,0.809,0.997,0.536,0.000,0.000,0.000,0.191,0.000,0.000,0.123,0.966,0.130,0.415,0.000,0.000,0.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,7098,47.320,54.560,0.789,0.909,0.548,0.500,0.432,0.113,0.211,0.091,0.000,0.000,0.413,0.016,0.608,0.644,0.225,0.815,1.000,0.487,0.000,0.000,0.000,0.185,0.000,0.000,0.121,0.966,0.139,0.429,0.000,0.000,0.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7693,51.287,60.000,0.855,1.000,0.544,0.491,0.465,0.107,0.145,0.000,0.000,0.000,0.428,0.013,0.674,0.657,0.237,0.811,0.998,0.527,0.079,0.601,2.567,0.189,0.000,0.000,0.163,0.783,0.000,0.396,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,5.321,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8208,54.720,60.000,0.912,1.000,0.534,0.487,0.487,0.137,0.088,0.000,0.000,0.000,0.414,0.009,0.510,0.512,0.238,0.824,0.998,0.542,0.079,0.601,2.755,0.176,0.828,0.161,0.132,0.976,0.137,0.408,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000,5.640,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,7141,47.607,58.427,0.793,0.974,0.549,0.505,0.436,0.112,0.207,0.026,0.000,0.000,0.429,0.018,0.626,0.657,0.176,0.819,0.964,0.431,0.000,0.000,0.000,0.181,0.000,0.000,0.152,0.659,0.000,0.410,0.000,0.000,0.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2218,14.787,14.867,0.246,0.248,0.609,0.645,0.150,0.239,0.754,0.549,0.203,0.000,0.170,0.466,0.080,0.251,0.185,0.880,0.695,0.320,0.000,0.000,0.000,0.120,0.000,0.000,0.083,0.109,0.000,0.554,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5380,35.867,60.000,0.598,1.000,0.546,0.514,0.326,0.137,0.402,0.000,0.000,0.500,0.337,0.222,0.384,0.523,0.224,0.821,0.906,0.494,0.000,0.000,0.000,0.179,0.000,0.000,0.147,0.444,0.000,0.421,0.000,0.000,0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2576,17.173,17.273,0.286,0.288,0.606,0.653,0.173,0.250,0.714,0.712,0.000,0.000,0.165,0.424,0.097,0.269,0.163,0.838,0.901,0.274,0.000,0.000,0.000,0.162,0.000,0.000,0.077,0.094,0.000,0.557,0.000,0.000,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4135,27.567,56.607,0.459,0.943,0.582,0.593,0.267,0.173,0.541,0.056,0.000,0.000,0.213,0.158,0.232,0.407,0.186,0.826,0.932,0.338,0.000,0.000,0.000,0.174,0.000,0.000,0.102,0.262,0.000,0.519,0.000,0.000,0.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4418,29.453,60.000,0.491,1.000,0.574,0.604,0.282,0.153,0.509,0.000,0.000,0.000,0.327,0.084,0.282,0.465,0.171,0.836,0.977,0.290,0.000,0.000,0.000,0.164,0.000,0.000,0.102,0.305,0.000,0.523,0.000,0.000,0.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6645,44.300,51.760,0.738,0.863,0.548,0.500,0.404,0.111,0.262,0.137,0.000,0.000,0.413,0.108,0.570,0.642,0.228,0.812,0.909,0.493,0.000,0.000,0.000,0.188,0.000,0.000,0.158,0.649,0.000,0.407,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",bicameral-majority,Bicameral simple majority,9000,60.000,1997,13.313,60.000,0.222,1.000,0.643,0.653,0.143,0.270,0.778,0.000,0.000,0.000,0.000,0.493,0.073,0.258,0.177,0.843,0.683,0.318,0.000,0.000,0.000,0.157,0.000,0.000,0.070,0.082,0.000,0.598,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",presidential-veto,Bicameral majority + presidential veto,9000,60.000,1292,8.613,60.000,0.144,1.000,0.660,0.674,0.095,0.300,0.856,0.000,0.000,0.000,0.000,0.645,0.045,0.242,0.178,0.840,0.455,0.312,0.000,0.000,0.000,0.160,0.000,0.000,0.061,0.047,0.000,0.628,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,580,6
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,simple-majority,Unicameral simple majority,9000,60.000,2393,15.953,60.000,0.266,1.000,0.599,0.633,0.159,0.230,0.734,0.000,0.000,0.000,0.000,0.445,0.104,0.312,0.124,0.822,0.782,0.210,0.000,0.000,0.000,0.178,0.000,0.000,0.075,0.110,0.000,0.567,0.000,0.000,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3028,20.187,60.000,0.336,1.000,0.587,0.605,0.197,0.204,0.664,0.000,0.000,0.000,0.000,0.392,0.151,0.395,0.133,0.819,0.837,0.233,0.000,0.000,0.000,0.181,0.808,0.155,0.081,0.409,0.118,0.544,0.000,0.000,0.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,supermajority-60,Unicameral 60 percent passage,9000,60.000,820,5.467,60.000,0.091,1.000,0.666,0.724,0.061,0.353,0.909,0.000,0.000,0.000,0.000,0.747,0.020,0.159,0.097,0.819,0.403,0.161,0.000,0.000,0.000,0.181,0.000,0.000,0.039,0.014,0.000,0.677,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass,Default pass unless 2/3 block,9000,60.000,7568,50.453,60.000,0.841,1.000,0.531,0.489,0.446,0.102,0.159,0.000,0.000,0.000,0.454,0.029,0.686,0.679,0.170,0.799,0.998,0.329,0.000,0.000,0.000,0.201,0.000,0.000,0.152,0.755,0.000,0.399,0.000,0.000,0.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8090,53.933,60.000,0.899,1.000,0.519,0.489,0.467,0.127,0.101,0.000,0.000,0.000,0.461,0.013,0.525,0.535,0.169,0.812,0.996,0.331,0.000,0.000,0.000,0.188,0.815,0.159,0.128,0.956,0.116,0.411,0.000,0.000,0.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,7104,47.360,60.000,0.789,1.000,0.533,0.494,0.420,0.107,0.211,0.000,0.000,0.000,0.449,0.059,0.623,0.656,0.168,0.801,0.998,0.322,0.000,0.000,0.000,0.199,0.000,0.000,0.136,0.284,0.000,0.411,0.000,0.000,0.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7567,50.447,60.000,0.841,1.000,0.531,0.484,0.446,0.101,0.159,0.000,0.000,0.000,0.455,0.024,0.687,0.681,0.170,0.799,0.998,0.337,0.000,0.000,0.000,0.201,0.000,0.000,0.119,0.947,0.111,0.414,0.000,0.000,0.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,7124,47.493,55.267,0.792,0.921,0.533,0.497,0.422,0.106,0.208,0.079,0.000,0.000,0.446,0.031,0.630,0.662,0.166,0.803,0.998,0.319,0.000,0.000,0.000,0.197,0.000,0.000,0.119,0.951,0.118,0.425,0.000,0.000,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7584,50.560,60.000,0.843,1.000,0.531,0.488,0.448,0.101,0.157,0.000,0.000,0.000,0.451,0.026,0.687,0.678,0.171,0.799,0.998,0.332,0.042,0.491,3.438,0.201,0.000,0.000,0.152,0.752,0.000,0.399,0.000,0.000,0.687,0.000,0.000,0.000,0.000,0.000,9.824,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8092,53.947,60.000,0.899,1.000,0.519,0.489,0.466,0.127,0.101,0.000,0.000,0.000,0.461,0.014,0.525,0.534,0.170,0.812,0.996,0.332,0.042,0.491,3.644,0.188,0.815,0.160,0.128,0.971,0.116,0.410,0.000,0.000,0.525,0.000,0.000,0.000,0.000,0.000,10.498,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,7363,49.087,59.860,0.818,0.998,0.534,0.494,0.437,0.102,0.182,0.002,0.000,0.000,0.451,0.022,0.676,0.688,0.153,0.807,0.959,0.324,0.000,0.000,0.000,0.193,0.000,0.000,0.150,0.732,0.000,0.407,0.000,0.000,0.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1971,13.140,13.220,0.219,0.220,0.589,0.649,0.129,0.240,0.781,0.552,0.227,0.000,0.195,0.515,0.071,0.245,0.121,0.864,0.717,0.193,0.000,0.000,0.000,0.136,0.000,0.000,0.071,0.087,0.000,0.562,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5196,34.640,60.000,0.577,1.000,0.528,0.511,0.305,0.131,0.423,0.000,0.000,0.500,0.375,0.262,0.375,0.527,0.162,0.811,0.889,0.310,0.000,0.000,0.000,0.189,0.000,0.000,0.142,0.487,0.000,0.420,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2240,14.933,14.947,0.249,0.249,0.585,0.661,0.146,0.254,0.751,0.751,0.000,0.000,0.185,0.478,0.079,0.244,0.117,0.821,0.882,0.187,0.000,0.000,0.000,0.179,0.000,0.000,0.068,0.071,0.000,0.568,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4259,28.393,58.253,0.473,0.971,0.558,0.585,0.264,0.161,0.527,0.029,0.000,0.000,0.283,0.160,0.245,0.410,0.138,0.807,0.940,0.235,0.000,0.000,0.000,0.193,0.000,0.000,0.099,0.278,0.000,0.511,0.000,0.000,0.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
